session_id,timestamp,session_name,duration_minutes,music_involved,music_link,Delta,Theta,AlphaLow,AlphaHigh,BetaLow,BetaHigh,GammaLow,GammaHigh,Attention,Meditation
1e047abd,15:25:14,exercise,10,no,,847195,447825,68056,16198,40825,52983,30625,8476,40,30
1e047abd,15:25:15,exercise,10,no,,412316,64357,20534,8320,8551,5114,2413,799,41,50
1e047abd,15:25:16,exercise,10,no,,719491,123397,4758,6932,3656,15412,3510,3113,40,41
1e047abd,15:25:17,exercise,10,no,,257035,47589,24309,8579,9546,3860,3834,1846,30,35
1e047abd,15:25:18,exercise,10,no,,337906,638004,43640,55119,33489,25326,13297,7265,23,35
1e047abd,15:25:19,exercise,10,no,,44711,13724,13238,6545,9875,5402,1967,771,34,40
1e047abd,15:25:20,exercise,10,no,,918404,266896,65997,39329,7929,22008,17552,6240,26,53
1e047abd,15:25:21,exercise,10,no,,379432,179251,2966,29232,14298,13125,5070,3583,27,41
1e047abd,15:25:22,exercise,10,no,,2078111,325793,16551,11121,44324,42266,59837,9664,40,34
1e047abd,15:25:23,exercise,10,no,,2250319,41831,18525,45093,30038,24023,7771,2642,44,34
1e047abd,15:25:24,exercise,10,no,,56677,34338,14003,3271,10120,7844,3107,944,54,35
1e047abd,15:25:25,exercise,10,no,,934851,440486,194356,56953,62559,53397,37044,13461,56,44
1e047abd,15:25:26,exercise,10,no,,780020,209602,32508,19005,13190,7805,8790,2710,43,56
1e047abd,15:25:27,exercise,10,no,,341842,102497,13137,18220,47840,12774,7760,3568,35,44
1e047abd,15:25:28,exercise,10,no,,252494,188085,25588,18380,32667,42010,21544,7891,35,35
1e047abd,15:25:29,exercise,10,no,,1799902,386125,15641,7550,48471,39989,12402,8295,37,13
1e047abd,15:25:30,exercise,10,no,,600691,30486,32749,46043,18097,9210,10014,8210,47,30
1e047abd,15:25:31,exercise,10,no,,113734,43056,8541,3263,11014,16828,10181,2538,57,27
